CID,Drug_Name,label
CID100060877,emtricitabine,1
CID100060878,eprosartan,1
CID100060936,tiludronate,1
CID100060953,capecitabine,1
CID100061475,sodium,1
CID100061799,monomethylfumarate,1
CID100062305,doxycycline,1
CID100062358,ammonium,1
CID100062816,colestipol,1
CID100062819,Metrodin,1
CID100062924,fluticasone,1
CID100062956,fosinoprilat,0
CID100062959,trovafloxacin,1
CID100062965,beclomethasone,1
CID100063001,benazeprilat,1
CID100064147,valganciclovir,1
CID100064778,Meropenem,1
CID100064929,fenofibric,1
CID100064987,tenofovir,1
CID100065014,AMD3100,1
CID100065157,testosterone,1
CID100065281,CAS,1
CID100065370,Glat,1
CID100065628,bendamustine,1
CID100065840,colestimide,1
CID100065856,reboxetine,1
CID100065863,sertaconazole,1
CID100065866,lercanidipine,1
CID100065999,telmisartan,1
CID100068613,atosiban,1
CID100068740,zoledronic,1
CID100068844,brinzolamide,1
CID100069512,malvidin,1
CID100071158,acamprosate,1
CID100071273,ropivacaine,1
CID100071301,nebivolol,1
CID100071316,mivacurium,1
CID100071329,dofetilide,0
CID100071348,lanreotide,1
CID100071360,iloperidone,1
CID100071362,Hoe,1
CID100071406,TPGS,1
CID100071436,Lutalyse,1
CID100071469,erythromycin,1
CID100071616,voriconazole,1
CID100072022,perindoprilat,1
CID100072054,darifenacin,1
CID100072081,Terlipressin,1
CID100072111,rifaximin,1
CID100072466,bleomycin,1
CID100072938,gemifloxacin,1
CID100073303,doripenem,1
CID100073658,telithromycin,1
CID100074989,atovaquone,1
CID100077992,frovatriptan,1
CID100077993,eletriptan,1
CID100077996,paricalcitol,1
CID100077997,MK-462,1
CID100077998,rosiglitazone,1
CID100078032,Vallergan,1
CID100082146,bexarotene,1
CID100082148,agomelatine,0
CID100083030,Ge-132,1
CID100083513,barium,1
CID100083606,strontium,1
CID100084003,ketorolac,1
CID100091488,fluocinolone,1
CID100093860,bortezomib,1
CID100096312,nelarabine,1
CID100102258,rasburicase,0
CID100102399,dextran,0
CID100104741,ICI,0
CID100104758,raltitrexed,0
CID100104778,levodopa/carbidopa,1
CID100104799,fotemustine,0
CID100104849,rimonabant,0
CID100104865,bosentan,0
CID100105145,68Ga,1
CID100107694,Diane-35,1
CID100107969,FTY720,0
CID100107994,quinaprilat,0
CID100110634,vardenafil,1
CID100110635,tadalafil,0
CID100114709,eslicarbazepine,0
CID100115237,paliperidone,1
CID100115355,NTBC,0
CID100119182,clofarabine,1
CID100119212,benzylpenicilloyl,1
CID100119607,valdecoxib,0
CID100119828,parecoxib,0
CID100119830,tenofovir,0
CID100121396,N-carbamylglutamate,0
CID100121749,ustekinumab,0
CID100121892,retigabine,0
CID100122197,FP-CIT,1
CID100122316,rasagiline,0
CID100123015,SU5416,0
CID100123597,travoprost,0
CID100123606,almotriptan,0
CID100123610,Eptifibatide,1
CID100123611,fondaparinux,0
CID100123619,etoricoxib,1
CID100123620,mometasone,1
CID100123623,Cancidas,1
CID100123631,gefitinib,0
CID100123634,Trisequens,0
CID100123809,Madopar,0
CID100124087,desloratadine,1
CID100125017,desvenlafaxine,1
CID100125889,pregabalin,1
CID100127909,bimatoprost,0
CID100128549,trandolaprilat,1
CID100129228,rufinamide,0
CID100129806,rosuvastatin,0
CID100130564,esomeprazole,0
CID100130881,olmesartan,1
CID100131535,fosamprenavir,0
CID100132804,pitavastatin,1
CID100132971,abiraterone,1
CID100132999,ivabradine,1
CID100134018,febuxostat,0
CID100134019,pixantrone,0
CID100134780,pomalidomide,1
CID100135113,sacrosidase,1
CID100145068,nitric,1
CID100147740,drospirenone,1
CID100147912,posaconazole,1
CID100148121,pralatrexate,1
CID100148127,ospemifene,1
CID100148191,temsirolimus,1
CID100148192,atazanavir,1
CID100148211,palonosetron,1
CID100150310,eplerenone,1
CID100150311,ezetimibe,1
CID100150610,ertapenem,1
CID100151075,nepafenac,1
CID100151165,aprepitant,1
CID100151171,conivaptan,1
CID100152945,dutasteride,1
CID100153941,entecavir,1
CID100153994,clevidipine,1
CID100154058,solifenacin,1
CID100154256,bazedoxifene,1
CID100156326,asenapine,1
CID100156418,cinacalcet,1
CID100157429,gadopentetate,1
CID100157688,vinflunine,1
CID100157920,lubiprostone,0
CID100157921,methyl,1
CID100158781,olmesartan,1
CID100158786,pegaptanib,1
CID100159247,sevelamer,1
CID100160036,MnDPDP,1
CID100160051,colesevelam,1
CID100160352,zidovudine/lamivudine,1
CID100163296,tipranavir,1
CID100166548,Anidulafungin,1
CID100168625,poly(styrene,1
CID100168924,lanthanum,1
CID100170361,varenicline,1
CID100171558,Kaluril,1
CID100176870,erlotinib,1
CID100179344,eslicarbazepine,1
CID100185457,S-benzoylmercaptoacetyltriglycine,1
CID100192155,Prednefrin,1
CID100193962,etravirine,1
CID100197281,gadobenate,1
CID100197712,ambrisentan,1
CID100206527,L-Dmp,1
CID100208898,dronedarone,1
CID100208902,ramelteon,1
CID100208908,lapatinib,1
CID100208920,NuvaRing,1
CID100213023,dabigatran,1
CID100213039,darunavir,1
CID100213046,lurasidone,1
CID100214339,luliconazole,1
CID100216209,aliskiren,1
CID100216210,dabigatran,1
CID100216235,sitaxsentan,1
CID100216237,tolvaptan,1
CID100216239,sorafenib,1
CID100216258,Colimycin,1
CID100216326,lenalidomide,1
CID100216416,lasofoxifene,1
CID100219024,regadenoson,1
CID100219078,lacosamide,1
CID100219084,Gd-EOB-DTPA,1
CID100219090,fosaprepitant,1
CID100222786,cortisone,1
CID100315411,18F-FDG,1
CID100358641,trimethoprim-sulfamethoxazole,1
CID100441332,carboprost,1
CID100441382,natamycin,0
CID100443379,CAS,1
CID100444006,cefditoren,1
CID100444013,gadoversetamide,1
CID100444033,ciclesonide,1
CID100449193,roflumilast,1
CID100455658,hemin,1
CID100477468,FK463,1
CID100483407,maraviroc,1
CID100489129,efinaconazole,1
CID100517045,sodium,1
CID100644241,nilotinib,1
CID100656628,silodosin,1
CID100656892,TMC207,1
CID100657298,propylthiouracil,1
CID100667490,6-mercaptopurine,1
CID101349907,methimazole,1
CID102723601,6-thioguanine,1
CID102761171,ethionamide,1
CID103006171,rilpivirine,1
CID103010818,d-telaprevir,1
CID103038497,fospropofol,1
CID103052762,prucalopride,1
CID103055172,pimecrolimus,1
CID103062316,dasatinib,1
CID103080904,Estrofem,1
CID103081276,fluticasone/salmeterol,1
CID103081361,vandetanib,1
CID103081362,telavancin,1
CID103081884,copolymer,1
CID103085017,sevelamer,1
CID103086257,Photofrin,1
CID103086685,axitinib,1
CID103086686,sunitinib,1
CID103325225,ALX,1
CID104369359,sitagliptin,1
CID104474778,2-hydroxysuccinaldehyde,1
CID104479094,doxercalciferol,1
CID104479097,hydroxocobalamin,1
CID104517618,sodium,1
CID104630253,alclometasone,1
CID104659568,entacapone,1
CID104659569,tolcapone,1
CID105001396,warfarin,0
CID105251896,vildagliptin,1
CID105273759,abacavir-lamivudine,1
CID105277135,elvitegravir,1
CID105281007,dacarbazine,1
CID105310993,acipimox,1
CID105311167,halobetasol,1
CID105327147,polyoxyethylene,1
CID105328940,bosutinib,1
CID105353894,pralidoxime,1
CID105353980,sulfasalazine,1
CID105359596,arsenic,1
CID105360237,Paroven,1
CID105361912,rifabutin,1
CID105361917,methylnaltrexone,1
CID105362070,balsalazide,1
CID105362420,verteporfin,1
CID105381226,rifampicin,1
CID105462337,olsalazine,1
CID105464096,ramiprilat,1
CID105479141,CGP,1
CID105487068,Mersyndol,1
CID105487301,tegaserod,1
CID105488383,ofatumumab,1
CID105488547,alvimopan,1
CID105493381,deferasirox,1
CID106102852,gadobutrol,1
CID106323497,rifapentine,1
CID106326970,selenium,1
CID106328144,radium,1
CID106328526,AC1O3HA7,1
CID106331630,eribulin,1
CID106333887,auranofin,0
CID106398970,cefdinir,1
CID106433082,hexaminolevulinate,1
CID106433091,tapentadol,1
CID106433101,tafluprost,1
CID106433117,indacaterol,1
CID106433119,rivaroxaban,1
CID106435110,ivermectin,1
CID106437075,Timentin,1
CID106440191,fidaxomicin,1
CID106442177,everolimus,1
CID106445540,ixabepilone,1
CID106452749,Locorten,1
CID106453361,Sativex,1
CID106477186,delamanid,1
CID106850789,iron,1
CID106850791,leuprorelin,1
CID106918182,strontium,1
CID106918313,vilazodone,1
CID106918366,fosaprepitant,1
CID106918430,ceftobiprole,1
CID106918456,prasugrel,1
CID106918462,retapamulin,1
CID106918558,fesoterodine,1
CID106918584,sugammadex,1
CID106918638,belinostat,1
CID106918670,PEP005,1
CID109794842,tasimelteon,1
CID109800339,olodaterol,0
CID109810131,ceftaroline,1
CID109811221,cabazitaxel,1
CID109812414,dalteparin,1
CID109815559,trans,1
CID109818231,tofacitinib,1
CID109825285,azilsartan,1
CID109831414,Lovaza,1
CID109831761,irbesartan-hydrochlorothiazide,1
CID109831783,Stalevo,1
CID109846180,eltrombopag,1
CID109853053,lomitapide,1
CID109854489,fluticasone,1
CID109865528,mirabegron,1
CID109869929,avanafil,1
CID109871419,ticagrelor,1
CID109887712,dapagliflozin,1
CID109898619,Depreotide,1
CID109912092,apremilast,1
CID109924495,perampanel,1
CID109930048,vernakalant,1
CID109940864,Benicar-HCT,1
CID109941444,SOM230,1
CID109966051,Lu,1
CID110028615,vorapaxar,1
CID110096344,linagliptin,1
CID110107393,18F-flutemetamol,1
CID110113978,pazopanib,1
CID110163178,afatinib,1
CID110178705,besifloxacin,1
CID110182969,apixaban,1
CID110324367,boceprevir,1
CID110465263,lorcaserin,0
CID110482134,glycerol,1
CID111001318,tafamidis,1
CID111020241,ascorbate,1
CID111163584,alogliptin,1
CID111167602,regorafenib,1
CID111228026,aclidinium,1
CID111234049,TR-700,1
CID111235728,Saxagliptin,1
CID111238823,azilsartan,0
CID111254352,sodium,0
CID111304743,riociguat,1
CID111499245,AN2690,0
CID111501341,florbetaben,0
CID111505907,Zyprexa,0
CID111519069,umeclidinium,0
CID111531537,eliglustat,0
CID111556711,Carfilzomib,0
CID111593706,sevelamer,1
CID111597571,crizotinib,1
CID111597697,lisdexamfetamine,1
CID111672461,gadofosveset,1
CID111707110,trametinib,1
CID111722286,spinosad,1
CID111947681,nitroprusside,1
CID111949646,empagliflozin,1
CID111979316,vasopressin,1
CID113559279,ulipristal,1
CID115951529,MDV3100,1
CID116004692,macitentan,1
CID116065945,TMC435,1
CID116126651,PCI-32765,1
CID116129616,salmon,1
CID116129617,cosyntropin,1
CID116129629,LY146032,1
CID116129632,Nuvocid,1
CID116129665,Vitrum,1
CID116129672,Insulin,1
CID116129682,Forteo,1
CID116129690,ziconotide,1
CID116129701,T-A2-3,1
CID116129703,Revasc,1
CID116129704,Bivalirudin,1
CID116130199,Enfuvirtide,1
CID116130295,BPTI,1
CID116130957,Org,0
CID116131215,Abarelix,1
CID116131310,hepatitis,1
CID116132265,ACTH(1-39,1
CID116132283,glucagon,1
CID116132344,oCRH,1
CID116132418,NovoLog,1
CID116132438,Humalog,1
CID116132441,Refludan,1
CID116132446,Symlin,1
CID116134956,liraglutide,1
CID116136245,degarelix,1
CID116137271,insulin,1
CID116139342,Lyxumia,1
CID116139605,teduglutide,1
CID116156130,exenatide,1
CID116158207,linaclotide,1
CID116158473,o291,1
CID116213095,pentastarch,1
CID116220172,ivacaftor,0
CID117754772,ruxolitinib,1
CID119371515,alcaftadine,0
CID122834577,nesiritide,0
CID123668479,raltegravir,0
CID123689036,pertechnetate,1
CID123690938,piroxicam,1
CID124762228,Azarga,1
CID124776445,vismodegib,1
CID124812758,canagliflozin,1
CID124822371,florbetapir,1
CID124826799,ponatinib,1
CID124838347,glucagon,1
CID124846132,hetastarch,1
CID124950485,cobicistat,1
CID124965990,suvorexant,0
CID125074470,Triptorelin,1
CID125074886,cetrorelix,0
CID125077405,Nafarelin,1
CID125077993,Histrelin,0
CID125094462,sofosbuvir,1
CID125102847,cabozantinib,1
CID125880656,doxycycline,1
CID125880664,tetracycline,1
CID126275995,minocycline,1
CID140468184,acenocoumarol,1
CID142611257,vemurafenib,1
CID144134877,oxytetracycline,1
CID144146714,Lantus,1
CID144201342,tesamorelin,1
CID144201343,ecallantide,1
CID144462760,dabrafenib,1
CID144564107,mipomersen,1
CID144564722,Promacta,1
CID144567678,dalbavancin,1
CID146181941,Signifor,1
CID146216142,dolutegravir,1
CID151508717,tenoxicam,1
CID151601240,demeclocycline,1
CID153477714,heparin,1
CID153627505,hydroxypropyl,1
CID154677977,A77,1
CID154681041,tigecycline,1
CID154682541,doxycycline,1
CID154687131,lymecycline,1
CID156603655,pegaptanib,1
CID156842239,n-3,1
CID170683024,x,1
CID170695640,colestyramine,0
CID171306834,K779,1
