BioMarkers	Paclitaxel.estimate	Paclitaxel.se	Paclitaxel.n	Paclitaxel.tstat	Paclitaxel.fstat	Paclitaxel.pvalue	Paclitaxel.df	Paclitaxel.fdr
ENSG00000015676	-0.061999188	0.045372942	488	-1.366435254	1.867145304	0.172462759	465	0.442274927
ENSG00000137941	0.012947637	0.049647825	488	0.260789609	0.06801122	0.79437021	465	0.915938342
ENSG00000261087	0.005088886	0.046561548	488	0.109293753	0.011945125	0.913016649	465	0.968378767
ENSG00000114023	0.077530166	0.04468384	488	1.735082882	3.010512607	0.083388685	465	0.296789181
ENSG00000164330	-0.035511245	0.052937736	488	-0.67081155	0.449988135	0.502673637	465	0.754343267
ENSG00000120910	0.00666818	0.053315869	488	0.125069332	0.015642338	0.900522713	465	0.963331081
ENSG00000163719	0.04395166	0.0469816	488	0.935507935	0.875175096	0.350012166	465	0.632542884
ENSG00000127580	-0.006159649	0.046509181	488	-0.13243943	0.017540203	0.894694018	465	0.961166156
ENSG00000243587	-0.059974597	0.044553153	488	-1.346135861	1.812081756	0.178914575	465	0.450970777
ENSG00000102934	-0.009818584	0.05123481	488	-0.19163893	0.036725479	0.848108699	465	0.940433745
ENSG00000138131	-0.187453434	0.046879047	488	-3.998661375	15.98929279	7.41E-05	465	0.003109788
ENSG00000203711	-0.051781931	0.04663282	488	-1.110418181	1.233028536	0.267392735	465	0.554010978
ENSG00000130244	0.062421501	0.047352562	488	1.318228602	1.737726648	0.1880761	465	0.462260443
ENSG00000198168	0.004816358	0.045590942	488	0.105642868	0.011160416	0.915911267	465	0.969253103
ENSG00000109758	0.000154871	0.044896625	488	0.003449502	1.19E-05	0.99724918	465	0.999020669
ENSG00000251165	0.007735721	0.044789306	488	0.172713568	0.029829977	0.862951727	465	0.945715883
ENSG00000270607	-0.107890679	0.050017097	488	-2.157075991	4.65297683	0.031511472	465	0.165222756
ENSG00000105352	-0.031505969	0.044677818	488	-0.705181461	0.497280893	0.481050394	465	0.737617972
ENSG00000138594	0.032246461	0.049741732	488	0.648277817	0.420264128	0.517125265	465	0.764539006
ENSG00000143294	0.047133808	0.046481961	488	1.014023655	1.028243973	0.311098791	465	0.598696991
ENSG00000170345	-0.00257067	0.049821246	488	-0.051597876	0.002662341	0.958871269	465	0.98547823
ENSG00000140832	0.009187886	0.058473922	488	0.157127925	0.024689185	0.875212232	465	0.951795609
ENSG00000243811	0.031848015	0.044440356	488	0.716646264	0.513581868	0.473952168	465	0.73199061
ENSG00000203492	-0.040845713	0.043829004	488	-0.931933412	0.868499885	0.351854544	465	0.63467574
ENSG00000173418	0.094607227	0.044780476	488	2.112689176	4.463455556	0.035159763	465	0.177084336
ENSG00000186889	-0.008477788	0.05998092	488	-0.141341412	0.019977395	0.887661447	465	0.957736888
ENSG00000177169	-0.036829695	0.045503397	488	-0.809383408	0.655101501	0.418708599	465	0.689389966
ENSG00000266947	-0.017706857	0.043927066	488	-0.403096749	0.162486989	0.687062323	465	0.866738232
ENSG00000173253	0.062172709	0.044949275	488	1.383174892	1.913172783	0.16727499	465	0.436248294
ENSG00000131724	-0.063611988	0.065649123	488	-0.968969339	0.938901581	0.333064202	465	0.618786192
ENSG00000039123	0.186306534	0.048996417	488	3.80245221	14.45864281	0.000162361	465	0.005454897
ENSG00000258586	-0.108558887	0.055039634	488	-1.972376627	3.890269557	0.049158693	465	0.216606583
ENSG00000110237	-0.124138435	0.049729551	488	-2.496270993	6.23136887	0.012895858	465	0.096497258
ENSG00000117036	-0.04892297	0.049075523	488	-0.99689146	0.993792583	0.319335666	465	0.606320157
ENSG00000152430	-0.066544292	0.045539658	488	-1.461238268	2.135217277	0.144625456	465	0.403396034
ENSG00000117595	-0.021837265	0.057445978	488	-0.380135661	0.144503121	0.704018285	465	0.874532983
ENSG00000198093	-0.01445311	0.045681408	488	-0.316389327	0.100102206	0.751848994	465	0.8987721
ENSG00000100504	0.05926274	0.051666403	488	1.147026638	1.315670109	0.25196045	465	0.536003872
ENSG00000065183	0.161117507	0.045658832	488	3.528725988	12.4519071	0.000459084	465	0.010587016
ENSG00000144227	-0.0474647	0.045872868	488	-1.03470096	1.070606076	0.301346389	465	0.588813435
ENSG00000143382	-0.053646199	0.044497556	488	-1.205598766	1.453468383	0.228585351	465	0.511589702
ENSG00000049759	0.016564421	0.047946577	488	0.34547662	0.119354095	0.729892315	465	0.888576204
ENSG00000198324	-0.054929604	0.046154082	488	-1.190135338	1.416422123	0.23460046	465	0.517257306
ENSG00000078319	0.063069004	0.050124808	488	1.258239325	1.583166199	0.208936629	465	0.488205273
ENSG00000215560	-0.059527828	0.044330976	488	-1.342804375	1.80312359	0.179990415	465	0.452142827
ENSG00000173930	-0.08676522	0.048264615	488	-1.79769836	3.231719393	0.07287343	465	0.275064575
ENSG00000170279	0.017892526	0.045119862	488	0.39655542	0.157256201	0.691877252	465	0.868729919
ENSG00000151575	0.016140126	0.04421918	488	0.365002838	0.133227072	0.715275239	465	0.880041252
ENSG00000136273	-0.080547908	0.046882236	488	-1.718090165	2.951833814	0.086445861	465	0.30305389
ENSG00000087250	0.046210698	0.044477091	488	1.03897753	1.079474308	0.299355123	465	0.586697366
ENSG00000261382	-0.042612465	0.044551358	488	-0.956479605	0.914853235	0.339326981	465	0.624453953
ENSG00000247679	-0.050046827	0.045486111	488	-1.100266123	1.210585542	0.271785448	465	0.557548592
ENSG00000273702	-0.000796586	0.044841485	488	-0.017764484	0.000315577	0.985834357	465	0.995459293
ENSG00000165092	0.057188841	0.047528342	488	1.203257647	1.447828964	0.229488875	465	0.512399672
ENSG00000214198	-0.123652051	0.044740092	488	-2.763786237	7.638514364	0.005940302	465	0.059002289
ENSG00000255479	-0.043219963	0.044623788	488	-0.968540895	0.938071466	0.333277791	465	0.618916578
ENSG00000275023	-0.002920685	0.052603588	488	-0.055522547	0.003082753	0.955746015	465	0.984935941
ENSG00000187257	0.129860799	0.051349217	488	2.528973283	6.395705864	0.011769255	465	0.090817273
ENSG00000226237	0.022658219	0.044244048	488	0.512119025	0.262265896	0.608810848	465	0.822926179
ENSG00000139985	-0.029392437	0.044098939	488	-0.666511212	0.444237195	0.50541495	465	0.75621527
ENSG00000159263	0.058302652	0.04931687	488	1.182205041	1.397608759	0.237728524	465	0.520186685
ENSG00000004777	-0.024968832	0.047616267	488	-0.524376087	0.274970281	0.600266854	465	0.81788829
ENSG00000162572	-0.004841022	0.044486623	488	-0.108819728	0.011841733	0.913392418	465	0.968378767
ENSG00000257704	0.05623507	0.045647757	488	1.231935009	1.517663865	0.218595957	465	0.500306858
ENSG00000126254	0.002430303	0.043998302	488	0.055236284	0.003051047	0.955973947	465	0.984935941
ENSG00000235304	-0.001071096	0.044460215	488	-0.024091118	0.000580382	0.980790263	465	0.992766594
ENSG00000119787	0.217179858	0.046052793	488	4.715888948	22.23960857	3.19E-06	465	0.000370959
ENSG00000068654	0.110623829	0.045003392	488	2.458122042	6.042363973	0.014330245	465	0.102360257
ENSG00000164485	0.062302772	0.044080009	488	1.413401986	1.997705174	0.158206621	465	0.423324356
ENSG00000141429	-0.09888535	0.043678351	488	-2.263944203	5.125443352	0.024037445	465	0.140533081
ENSG00000170677	-0.044399006	0.054489494	488	-0.814817728	0.66392793	0.415593764	465	0.686773869
ENSG00000167755	-0.053128029	0.051399406	488	-1.033631195	1.068393447	0.301845875	465	0.589329349
ENSG00000102543	0.143742914	0.044424565	488	3.235662866	10.46951418	0.001300168	465	0.021462959
ENSG00000134061	-0.019115543	0.051069702	488	-0.374302996	0.140102733	0.708349527	465	0.876722049
ENSG00000133114	0.087133236	0.04766138	488	1.828172749	3.342215601	0.068164141	465	0.264519141
ENSG00000058404	-0.056826212	0.045328197	488	-1.253661433	1.571666989	0.210595017	465	0.490263868
ENSG00000153317	-0.003714114	0.05046776	488	-0.073593797	0.005416047	0.941365253	465	0.98064186
ENSG00000259475	-0.016474168	0.04416627	488	-0.37300339	0.139131529	0.70931589	465	0.877084832
ENSG00000131023	0.128205605	0.045687913	488	2.806116451	7.874289538	0.005224677	465	0.05426293
ENSG00000224051	-0.021914535	0.046806843	488	-0.468190832	0.219202655	0.639867503	465	0.839792021
ENSG00000110955	0.145673575	0.045399388	488	3.208712324	10.29583478	0.001425445	465	0.022852765
ENSG00000250626	-0.097332086	0.043449923	488	-2.240098007	5.018039079	0.025556208	465	0.145379977
ENSG00000036565	-0.085585174	0.05023605	488	-1.703660483	2.90245904	0.089112656	465	0.308398172
ENSG00000010278	0.072498447	0.058871164	488	1.231476375	1.516534062	0.218767182	465	0.500353404
ENSG00000171408	-0.01454481	0.044540203	488	-0.32655463	0.106637927	0.744151692	465	0.895217391
ENSG00000135362	-0.085573308	0.047505872	488	-1.801320658	3.244756114	0.072300043	465	0.274036734
ENSG00000125037	-0.074291774	0.045888599	488	-1.61895929	2.621029181	0.106134032	465	0.339384838
ENSG00000005486	0.061829681	0.046626413	488	1.326065573	1.758449904	0.185468966	465	0.458901724
ENSG00000179950	0.169947151	0.043668768	488	3.891732197	15.14557949	0.000114076	465	0.004186009
ENSG00000234215	-0.061252386	0.045188237	488	-1.355494045	1.837364107	0.175918203	465	0.44651871
ENSG00000145777	0.01156396	0.046004512	488	0.251365779	0.063184755	0.801642368	465	0.919441246
ENSG00000118503	-0.041480914	0.0484044	488	-0.856965775	0.734390339	0.391905227	465	0.668328245
ENSG00000104835	0.130177438	0.044346971	488	2.935430227	8.61675062	0.003495845	465	0.042194579
ENSG00000170222	0.054936693	0.04561207	488	1.20443325	1.450659454	0.229034848	465	0.512149931
ENSG00000157087	-0.018184479	0.044775031	488	-0.406129894	0.16494149	0.684833992	465	0.865891005
ENSG00000247193	-0.019700363	0.045158868	488	-0.436245736	0.190310342	0.662860916	465	0.853467527
ENSG00000006576	0.006675166	0.044710377	488	0.149297911	0.022289866	0.881383292	465	0.955323705
ENSG00000241469	-0.039459233	0.044690644	488	-0.882941692	0.779586031	0.377724002	465	0.656785813
ENSG00000134824	0.077830776	0.048597513	488	1.601538252	2.564924772	0.109936841	465	0.346073779
ENSG00000273925	0.039221081	0.044673771	488	0.877944255	0.770786115	0.380427363	465	0.658708133
ENSG00000166535	0.046155782	0.045173592	488	1.021742581	1.043957903	0.307434017	465	0.59564791
ENSG00000122965	0.09922236	0.04373425	488	2.268756406	5.14725563	0.023740662	465	0.139408511
ENSG00000161277	-0.105617645	0.046509052	488	-2.270905101	5.15700998	0.023609179	465	0.138962434
ENSG00000115350	0.029292027	0.045157661	488	0.648661295	0.420761476	0.516877534	465	0.764287345
ENSG00000147421	0.04160817	0.056707487	488	0.733733277	0.538364521	0.463481087	465	0.724661927
ENSG00000111237	0.055295191	0.045366216	488	1.218862735	1.485626367	0.223514265	465	0.505951802
ENSG00000151689	-0.057583367	0.052026799	488	-1.106802036	1.225010746	0.268951763	465	0.554804791
ENSG00000250754	0.063221067	0.044066726	488	1.434666761	2.058268714	0.152054271	465	0.414813995
ENSG00000116824	-0.029062834	0.045277663	488	-0.641880162	0.412010142	0.521267286	465	0.767376572
ENSG00000171724	-0.064807807	0.047816485	488	-1.355344443	1.836958559	0.175965807	465	0.44658293
ENSG00000165084	-0.089868982	0.043597834	488	-2.061317577	4.249030154	0.039828108	465	0.191480919
ENSG00000226383	-0.084815476	0.045925993	488	-1.846785912	3.410618204	0.065413344	465	0.258095921
ENSG00000136297	0.003282168	0.044458977	488	0.073824633	0.005450076	0.941181672	465	0.980556666
ENSG00000184408	-0.076359528	0.04357958	488	-1.752185932	3.070155541	0.080400962	465	0.290877071
ENSG00000005436	0.14435854	0.044844295	488	3.219105997	10.36264342	0.001375864	465	0.022289888
ENSG00000136522	0.134257253	0.04385744	488	3.061219546	9.371065111	0.002332006	465	0.032226427
ENSG00000248730	-0.074965935	0.046127941	488	-1.625174092	2.641190831	0.104803014	465	0.337281411
ENSG00000204237	0.076607769	0.044146605	488	1.735303764	3.011279154	0.083349532	465	0.296738576
ENSG00000225826	0.00106152	0.04424102	488	0.023994017	0.000575713	0.980867674	465	0.992766594
ENSG00000156876	0.184805139	0.046761675	488	3.952064168	15.61881119	8.95E-05	465	0.003577991
ENSG00000169876	0.051741899	0.044185534	488	1.171014465	1.371274878	0.242192687	465	0.525236305
ENSG00000131044	-0.079203057	0.044676155	488	-1.772826162	3.142912601	0.076912111	465	0.283890401
ENSG00000112624	0.050092646	0.053674016	488	0.933275526	0.871003207	0.351162071	465	0.633712087
ENSG00000233338	0.024792568	0.043518525	488	0.569701471	0.324559766	0.569155307	465	0.800413717
ENSG00000119457	0.031259485	0.043813094	488	0.713473582	0.509044552	0.475910678	465	0.733620152
ENSG00000163564	0.068448882	0.0509158	488	1.344354443	1.80728887	0.179489251	465	0.451511001
ENSG00000197563	-0.020446892	0.049955523	488	-0.409301938	0.167528077	0.682506556	465	0.8646591
ENSG00000107815	0.210697437	0.048672527	488	4.328878103	18.73918563	1.84E-05	465	0.001208643
ENSG00000063587	-0.028834007	0.049597786	488	-0.581356737	0.337975656	0.561281739	465	0.795544476
ENSG00000164548	0.072518152	0.048884067	488	1.48347215	2.20068962	0.138626468	465	0.393901692
ENSG00000108578	0.14805391	0.048924568	488	3.026166931	9.157686292	0.002614124	465	0.034967185
ENSG00000166948	0.038273797	0.044707637	488	0.856090797	0.732891453	0.392388484	465	0.668696767
ENSG00000161021	0.135685419	0.045254306	488	2.998287508	8.98972798	0.002860497	465	0.037145648
ENSG00000266200	0.026914387	0.046010446	488	0.584962548	0.342181182	0.55885663	465	0.793880477
ENSG00000143367	-0.16691032	0.060341811	488	-2.766080726	7.651202584	0.005899349	465	0.058866813
ENSG00000149474	-0.053651976	0.044135722	488	-1.215613439	1.477716033	0.224749007	465	0.50736753
ENSG00000171813	0.088614931	0.052586842	488	1.685116054	2.839616114	0.092637115	465	0.315534019
ENSG00000120318	0.052539347	0.051595335	488	1.018296459	1.036927679	0.309066601	465	0.597254355
ENSG00000171055	-0.052998925	0.050097881	488	-1.057907524	1.119168329	0.29064686	465	0.57716071
ENSG00000104901	0.033870761	0.044363054	488	0.763490302	0.582917441	0.445558231	465	0.710339014
ENSG00000175591	0.028221242	0.052634503	488	0.536173804	0.287482348	0.592094825	465	0.812904124
ENSG00000112357	0.090080758	0.048197083	488	1.8690085	3.493192773	0.062250044	465	0.250676164
ENSG00000261101	-0.043679156	0.045285515	488	-0.96452818	0.930314609	0.335282521	465	0.620907065
ENSG00000270419	-0.025867817	0.046924383	488	-0.551266	0.303894203	0.581716124	465	0.806180949
ENSG00000166821	0.081806338	0.050927066	488	1.606343049	2.580337992	0.108877379	465	0.344471582
ENSG00000151413	-0.079818386	0.044795984	488	-1.78182013	3.174882976	0.075431065	465	0.280749375
ENSG00000183729	-0.041156083	0.044906612	488	-0.916481576	0.839938479	0.359889422	465	0.641535289
ENSG00000171490	0.040484092	0.050379405	488	0.803584155	0.645747494	0.422047761	465	0.691928253
ENSG00000168269	0.007292535	0.044714768	488	0.163090085	0.026598376	0.87051836	465	0.949408001
ENSG00000178163	-0.069061465	0.046949981	488	-1.470958313	2.16371836	0.141978754	465	0.399336107
ENSG00000269292	0.064238894	0.043216241	488	1.4864526	2.209541331	0.137837138	465	0.392940607
ENSG00000150722	-0.012633835	0.046188547	488	-0.273527448	0.074817265	0.784569244	465	0.911847952
ENSG00000185825	-0.049121519	0.046847317	488	-1.04854499	1.099446595	0.29493226	465	0.582589222
ENSG00000016402	0.069926945	0.055236387	488	1.265957983	1.602649615	0.206161998	465	0.484927506
ENSG00000214413	0.047221887	0.046237658	488	1.021286303	1.043025713	0.307649847	465	0.59564791
ENSG00000184845	-0.010439071	0.044757877	488	-0.233234281	0.05439823	0.815682121	465	0.925876225
ENSG00000152348	0.048383459	0.04404112	488	1.098597389	1.206916224	0.272512212	465	0.558124633
ENSG00000125864	0.007623202	0.04753888	488	0.160357214	0.025714436	0.872669329	465	0.950620174
ENSG00000229950	-0.01221881	0.046478143	488	-0.262893675	0.069113084	0.792748971	465	0.915594343
ENSG00000104921	0.060032767	0.048502261	488	1.237731301	1.531978773	0.216440303	465	0.497420453
ENSG00000073849	-0.008284114	0.054272088	488	-0.152640416	0.023299097	0.878748061	465	0.95386075
ENSG00000178188	-0.009016425	0.044319662	488	-0.203440745	0.041388137	0.838879552	465	0.936797956
ENSG00000255026	-0.010566836	0.044063691	488	-0.239808229	0.057507987	0.8105846	465	0.923682416
ENSG00000121316	-0.00590706	0.054045241	488	-0.109298438	0.011946149	0.913012936	465	0.968378767
ENSG00000227308	-0.197904917	0.043775849	488	-4.520869823	20.43826396	7.82E-06	465	0.000725305
ENSG00000236024	-0.128141767	0.044522773	488	-2.878117383	8.283559669	0.004184813	465	0.047396319
ENSG00000185585	0.030956222	0.048500067	488	0.638271728	0.407390799	0.523611021	465	0.768623054
ENSG00000237190	0.091150541	0.04610106	488	1.977189719	3.909279183	0.048610383	465	0.215237481
ENSG00000067715	-0.014777837	0.049820647	488	-0.296620745	0.087983866	0.766888511	465	0.903676546
ENSG00000157833	0.150189025	0.046428714	488	3.234830612	10.46412909	0.001303879	465	0.021499002
ENSG00000213937	-0.066914111	0.044963213	488	-1.488196835	2.21472982	0.137376817	465	0.392128316
ENSG00000120370	-0.061350362	0.044818154	488	-1.368873027	1.873813364	0.171699848	465	0.441236878
ENSG00000133773	0.19144355	0.044595814	488	4.29285918	18.42863994	2.15E-05	465	0.001328315
ENSG00000102054	0.07254533	0.044402639	488	1.633806722	2.669324406	0.10297627	465	0.334576803
ENSG00000168813	0.037457974	0.046924997	488	0.798252021	0.637206289	0.425131735	465	0.693510213
ENSG00000165105	-0.000274215	0.051181194	488	-0.005357737	2.87E-05	0.995727463	465	0.99861999
ENSG00000130517	-0.043174325	0.048677858	488	-0.886939718	0.786662062	0.375569845	465	0.654890126
ENSG00000118564	-0.041673395	0.045788457	488	-0.910128841	0.828334508	0.363226082	465	0.644619257
ENSG00000226733	0.026548664	0.04464494	488	0.594662325	0.353623281	0.552358444	465	0.78985807
ENSG00000112299	-0.066777097	0.045862092	488	-1.456041229	2.120056061	0.14605605	465	0.405270697
ENSG00000090020	-0.016529247	0.04670739	488	-0.353889344	0.125237668	0.723582217	465	0.885316829
ENSG00000196839	0.149576928	0.045885775	488	3.259766879	10.62608011	0.00119684	465	0.020344249
ENSG00000255389	-0.017893476	0.050722366	488	-0.352772893	0.124448714	0.724418556	465	0.885592132
ENSG00000151650	-0.025083687	0.044500133	488	-0.563676664	0.317731381	0.573245931	465	0.802353246
ENSG00000260368	-0.043289706	0.044613192	488	-0.970334206	0.941548471	0.332384377	465	0.618048278
ENSG00000124232	0.021996859	0.044161331	488	0.498102276	0.248105878	0.618647449	465	0.827895243
ENSG00000185523	-0.046318322	0.045977513	488	-1.007412503	1.014879951	0.314260512	465	0.600853657
ENSG00000148730	0.0826693	0.04822055	488	1.714399773	2.939166582	0.087121662	465	0.304229279
ENSG00000100109	0.037276282	0.051563905	488	0.722914249	0.522605011	0.470096013	465	0.729483299
ENSG00000225756	-0.012128997	0.044206694	488	-0.274370143	0.075278975	0.783922032	465	0.911430787
ENSG00000220069	0.078019183	0.045897526	488	1.699855946	2.889510239	0.089826752	465	0.309691956
ENSG00000154309	-0.078086776	0.046674686	488	-1.673000579	2.798930937	0.094999758	465	0.32051814
ENSG00000074054	0.032362436	0.050207459	488	0.644574266	0.415475984	0.519520961	465	0.766080603
ENSG00000102891	-0.015433119	0.046974208	488	-0.328544529	0.107941508	0.742647883	465	0.894232649
ENSG00000075292	0.074822169	0.045630881	488	1.639726607	2.688703345	0.101738317	465	0.332829047
ENSG00000196821	-0.028452718	0.046099339	488	-0.617204475	0.380941364	0.537401963	465	0.779353487
ENSG00000206532	-0.113723967	0.044438595	488	-2.559126073	6.549126258	0.010808984	465	0.085956749
ENSG00000281778	0.053600024	0.043511086	488	1.23187051	1.517504954	0.218620031	465	0.500306858
ENSG00000197859	0.029633745	0.043913926	488	0.674814286	0.455374321	0.500129138	465	0.752633296
ENSG00000072501	0.122552582	0.046317683	488	2.645913501	7.000858253	0.008423156	465	0.073460483
ENSG00000112339	0.086512372	0.050707556	488	1.706104173	2.91079145	0.08865641	465	0.307745597
ENSG00000149792	0.011699864	0.047675036	488	0.245408616	0.060225389	0.80624833	465	0.921479256
ENSG00000107020	0.030554872	0.043980191	488	0.694741685	0.482666009	0.487564182	465	0.743551665
ENSG00000268996	-0.030494502	0.044222285	488	-0.689573186	0.475511179	0.490806603	465	0.745381236
ENSG00000186056	-0.045610686	0.04484043	488	-1.017177711	1.034650496	0.309597837	465	0.59761256
ENSG00000166200	0.198524046	0.044461177	488	4.465110009	19.93720739	1.01E-05	465	0.000835536
ENSG00000076513	-0.121544707	0.048554451	488	-2.503266006	6.266340694	0.012647134	465	0.095205339
ENSG00000112818	0.055725219	0.045242243	488	1.231707697	1.51710385	0.218680809	465	0.500306858
ENSG00000183888	-0.1039365	0.048049552	488	-2.16311068	4.679047816	0.031041539	465	0.164220811
ENSG00000104957	-0.06018198	0.04942879	488	-1.217549124	1.482425871	0.224012853	465	0.506579
ENSG00000197756	0.053936741	0.044064118	488	1.224051323	1.498301641	0.221552691	465	0.503544174
ENSG00000154736	-0.100453833	0.048235243	488	-2.082581701	4.337146542	0.037835351	465	0.184784162
ENSG00000164483	-0.057478636	0.045601983	488	-1.26044161	1.588713052	0.208142219	465	0.487238696
ENSG00000133454	0.038838079	0.04682813	488	0.829374963	0.687862829	0.407317809	465	0.680755513
ENSG00000196218	0.077518536	0.045802281	488	1.692460142	2.864421332	0.091228135	465	0.313206778
ENSG00000225768	-0.126779829	0.04987564	488	-2.541918855	6.461351465	0.011348048	465	0.088797699
ENSG00000169583	-0.092253373	0.049581489	488	-1.860641444	3.461986584	0.063425832	465	0.253197539
ENSG00000151461	0.097695724	0.05186531	488	1.883642925	3.548110668	0.060237036	465	0.245708084
ENSG00000160131	0.041146448	0.045271393	488	0.908884079	0.826070269	0.36388214	465	0.64510166
ENSG00000148985	0.0820908	0.051109835	488	1.606164442	2.579764214	0.108916617	465	0.344539181
ENSG00000185697	-0.177543605	0.047233338	488	-3.758862125	14.12904448	0.000192417	465	0.00603913
ENSG00000280316	0.075338302	0.047530115	488	1.585064586	2.512429743	0.113631457	465	0.35282312
ENSG00000215035	0.006942638	0.044879951	488	0.154693539	0.023930091	0.877130045	465	0.952844462
ENSG00000175066	0.060451412	0.047225947	488	1.28004658	1.638519248	0.201166967	465	0.478975541
ENSG00000237750	-0.009411604	0.044082626	488	-0.213499156	0.04558189	0.831031223	465	0.932716949
ENSG00000280739	-0.013287661	0.046984904	488	-0.282807035	0.079979819	0.777450608	465	0.909044639
ENSG00000068724	-0.082941296	0.053607793	488	-1.547187292	2.393788515	0.122498373	465	0.368083347
ENSG00000153179	-0.075753436	0.048272005	488	-1.56930371	2.462714133	0.117257383	465	0.358796123
ENSG00000247867	-0.092168593	0.046999851	488	-1.96104012	3.845678352	0.050470756	465	0.220105263
ENSG00000137463	-0.074741294	0.047124313	488	-1.586045287	2.515539651	0.1134088	465	0.352514406
ENSG00000076706	0.048617919	0.051373701	488	0.946358121	0.895593694	0.344457462	465	0.629326298
ENSG00000198794	-0.032186986	0.046609368	488	-0.690569018	0.476885569	0.490180972	465	0.745180949
ENSG00000228392	-0.084795323	0.044839601	488	-1.891081104	3.576187743	0.059234827	465	0.243156658
ENSG00000139572	0.076277907	0.047713278	488	1.598672546	2.555753911	0.110572612	465	0.347444857
ENSG00000173557	-0.017968769	0.048416601	488	-0.371128251	0.137736179	0.710711036	465	0.877647017
ENSG00000184345	-0.095308668	0.045226421	488	-2.107367022	4.440995765	0.035620591	465	0.178048412
ENSG00000102910	-0.098325477	0.046301451	488	-2.123593852	4.50965085	0.034231491	465	0.173963039
ENSG00000120899	0.003242386	0.065641302	488	0.049395515	0.002439917	0.960625312	465	0.986085059
ENSG00000163519	0.02193325	0.046198621	488	0.474759841	0.225396906	0.635181051	465	0.837354484
ENSG00000198121	-0.040560014	0.049115806	488	-0.825803701	0.681951753	0.409338933	465	0.681991461
ENSG00000109132	-0.136632663	0.103600829	488	-1.318837542	1.739332462	0.187872556	465	0.462109359
ENSG00000174607	0.047706815	0.050630955	488	0.942246008	0.887827539	0.346555965	465	0.630642279
ENSG00000069702	-0.021481131	0.048734852	488	-0.440775535	0.194283072	0.659580352	465	0.851975081
ENSG00000216347	0.022417299	0.045466706	488	0.493048677	0.243096998	0.622210944	465	0.829796185
ENSG00000177414	0.003043912	0.043494727	488	0.069983463	0.004897685	0.944236908	465	0.981804532
ENSG00000124237	-0.047372145	0.044408275	488	-1.066741404	1.137937223	0.286642152	465	0.572943823
ENSG00000179588	0.048859765	0.046799203	488	1.044029857	1.089998341	0.297014022	465	0.58438517
ENSG00000061918	-0.060141709	0.047740757	488	-1.25975609	1.586985407	0.208389265	465	0.487475074
ENSG00000166598	-0.002954822	0.045962012	488	-0.064288353	0.004132992	0.948768254	465	0.982866695
ENSG00000196636	0.205838058	0.047116936	488	4.368663884	19.08522413	1.54E-05	465	0.001074939
ENSG00000165799	0.045938308	0.048168293	488	0.953704298	0.909551889	0.340728839	465	0.625940759
ENSG00000240922	-0.029101037	0.044044334	488	-0.660721465	0.436552854	0.509118146	465	0.759316384
ENSG00000100167	0.019038686	0.045779464	488	0.415878308	0.172954767	0.677690912	465	0.861592561
ENSG00000175334	0.094558622	0.04392988	488	2.152489878	4.633212677	0.031872683	465	0.166322641
ENSG00000135472	-0.141355697	0.046718454	488	-3.025692972	9.154817961	0.002618145	465	0.034997151
ENSG00000138028	0.124265179	0.045573688	488	2.726686924	7.434821583	0.006639127	465	0.063095335
ENSG00000110060	0.078867648	0.045539655	488	1.731845532	2.999288948	0.083964247	465	0.29794437
ENSG00000260339	0.000632471	0.046629555	488	0.013563737	0.000183975	0.989183853	465	0.996699918
ENSG00000156097	-0.030171153	0.045379924	488	-0.664856843	0.442034622	0.506471651	465	0.757004429
ENSG00000119669	-0.022932469	0.047938724	488	-0.478370456	0.228838293	0.632611387	465	0.836022335
ENSG00000120820	0.038735756	0.05187872	488	0.74665982	0.557500887	0.455646269	465	0.718600605
ENSG00000025293	-0.002482909	0.043551474	488	-0.057010904	0.003250243	0.954560998	465	0.984553901
ENSG00000159961	-0.006256791	0.044201824	488	-0.141550519	0.020036549	0.887496357	465	0.95770786
ENSG00000183840	-0.085299916	0.05290191	488	-1.612416565	2.599887178	0.107549776	465	0.342381034
ENSG00000108262	0.042026873	0.044145868	488	0.952000143	0.906304272	0.341591481	465	0.626750035
ENSG00000187720	-0.064435086	0.049726892	488	-1.295779466	1.679044425	0.195694298	465	0.472916079
ENSG00000164399	-0.103555966	0.043176323	488	-2.398443382	5.752530655	0.016857962	465	0.113238457
ENSG00000163697	-0.007651223	0.046578728	488	-0.164264309	0.026982763	0.869594454	465	0.948959657
ENSG00000134463	0.001579938	0.050325943	488	0.031394108	0.00098559	0.97496871	465	0.991124036
ENSG00000162896	0.026851766	0.044018712	488	0.610008002	0.372109763	0.542154487	465	0.781745622
ENSG00000127252	-0.025613292	0.045371424	488	-0.564524751	0.318688195	0.572669265	465	0.802134434
ENSG00000105327	0.002486582	0.045732871	488	0.054371872	0.0029563	0.956662241	465	0.985097434
ENSG00000077420	-0.086235039	0.069200775	488	-1.246157126	1.552907582	0.21333416	465	0.494315768
ENSG00000167065	-0.032022965	0.044237615	488	-0.723885423	0.524010105	0.469500092	465	0.729176285
ENSG00000182986	-0.157709172	0.044045336	488	-3.580610047	12.82076831	0.000378865	465	0.009474636
ENSG00000271824	-0.027201063	0.044110287	488	-0.61666032	0.38026995	0.537760586	465	0.779396152
ENSG00000160075	0.162022916	0.045692475	488	3.5459431	12.57371247	0.000430851	465	0.010239703
