Transcript	mimic	Score	P value	miRNA(s)
AT1G28560.1	AT1G16858.1	0.8006	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G17340.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G20180.1	0.7583	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G26440.2	0.7764	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G43020.1	0.9124	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G43020.3	0.9124	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G44608.1	0.7553	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G49620.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G50360.1	0.6647	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G57765.1	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G57765.2	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G58122.1	0.8308	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G64150.1	0.8489	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G67510.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G69210.1	0.8489	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G69210.2	0.8489	0.00533807829181494	ath-miR5021
AT1G28560.1	AT1G74890.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.1	AT1G75730.1	0.7855	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G76970.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.1	AT1G77870.1	0.6495	0.00177935943060498	ath-miR5021
AT1G28560.1	AT2G05710.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G23460.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G23980.1	0.7311	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G27950.1	0.7039	0.00177935943060498	ath-miR5021
AT1G28560.1	AT2G28470.1	0.7009	0.00177935943060498	ath-miR5021
AT1G28560.1	AT2G28470.2	0.7009	0.00177935943060498	ath-miR5021
AT1G28560.1	AT2G30930.1	0.6858	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G38140.1	0.7674	0.00711743772241993	ath-miR5021
AT1G28560.1	AT2G43180.1	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G43180.2	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G43180.3	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G43180.4	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.1	AT2G47800.1	0.7976	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G01050.1	0.7372	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G02065.1	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G02065.2	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G02065.3	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G05200.1	0.7281	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G05650.1	0.6888	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G06270.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G06530.2	0.8157	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G06530.3	0.8157	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G13730.1	0.7704	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G21650.1	0.6918	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G23290.2	0.6133	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G24090.1	0.8218	0.00533807829181494	ath-miR5021
AT1G28560.1	AT3G25130.1	0.71	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G26700.1	0.8036	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G27560.1	0.7946	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G43610.1	0.7704	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G47650.1	0.6224	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G49310.1	0.858	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G49900.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G49900.2	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.1	AT3G52450.1	0.7311	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G56180.1	0.7855	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G57710.1	0.7946	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G59670.1	0.7281	0.00355871886120997	ath-miR5021
AT1G28560.1	AT3G63140.1	0.6707	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G00420.1	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.1	AT4G00420.2	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.1	AT4G00420.3	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.1	AT4G03390.1	0.6677	0.00355871886120997	ath-miR5021
AT1G28560.1	AT4G12690.2	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G16840.1	0.71	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G21230.1	0.7855	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G26095.1	0.6949	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G27450.1	0.6103	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G27652.1	0.6888	0.00177935943060498	ath-miR5021
AT1G28560.1	AT4G39890.1	0.6767	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G02190.1	0.9154	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G06790.1	0.8792	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G13290.1	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G13290.2	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G13290.3	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G16020.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G16620.1	0.7372	0.00533807829181494	ath-miR5021
AT1G28560.1	AT5G18150.1	0.6495	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G38830.1	0.6586	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G39320.1	0.7734	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G46220.1	0.6495	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G50810.1	0.8036	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G57340.1	0.8187	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G57340.2	0.8187	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G59080.1	0.7674	0.00533807829181494	ath-miR5021
AT1G28560.1	AT5G61010.2	0.7523	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G61900.3	0.8036	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G62520.1	0.7221	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G62520.2	0.7221	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G64760.1	0.6224	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G64760.2	0.6224	0.00355871886120997	ath-miR5021
AT1G28560.1	AT5G66050.1	0.713	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G66050.2	0.713	0.00177935943060498	ath-miR5021
AT1G28560.1	AT5G66850.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G04010.1	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G07640.3	0.6586	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G10470.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G13130.1	0.8218	0.00533807829181494	ath-miR5021
AT1G28560.2	AT1G14390.1	0.719	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G15520.1	0.6224	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G16858.1	0.8006	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G17340.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G20180.1	0.7583	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G26440.2	0.7764	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G43020.1	0.9124	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G43020.3	0.9124	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G44608.1	0.7553	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G49620.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G50360.1	0.6647	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G57765.1	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G57765.2	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G58122.1	0.8308	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G64150.1	0.8489	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G67510.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G69210.1	0.8489	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G69210.2	0.8489	0.00533807829181494	ath-miR5021
AT1G28560.2	AT1G74890.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.2	AT1G75730.1	0.7855	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G76970.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.2	AT1G77870.1	0.6495	0.00177935943060498	ath-miR5021
AT1G28560.2	AT2G05710.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G23460.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G23980.1	0.7311	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G27950.1	0.7039	0.00177935943060498	ath-miR5021
AT1G28560.2	AT2G28470.1	0.7009	0.00177935943060498	ath-miR5021
AT1G28560.2	AT2G28470.2	0.7009	0.00177935943060498	ath-miR5021
AT1G28560.2	AT2G30930.1	0.6858	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G38140.1	0.7674	0.00711743772241993	ath-miR5021
AT1G28560.2	AT2G43180.1	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G43180.2	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G43180.3	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G43180.4	0.7674	0.00355871886120997	ath-miR5021
AT1G28560.2	AT2G47800.1	0.7976	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G01050.1	0.7372	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G02065.1	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G02065.2	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G02065.3	0.6556	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G05200.1	0.7281	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G05650.1	0.6888	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G06270.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G06530.2	0.8157	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G06530.3	0.8157	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G13730.1	0.7704	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G21650.1	0.6918	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G23290.2	0.6133	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G24090.1	0.8218	0.00533807829181494	ath-miR5021
AT1G28560.2	AT3G25130.1	0.71	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G26700.1	0.8036	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G27560.1	0.7946	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G43610.1	0.7704	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G47650.1	0.6224	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G49310.1	0.858	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G49900.1	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G49900.2	0.7674	0.00177935943060498	ath-miR5021
AT1G28560.2	AT3G52450.1	0.7311	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G56180.1	0.7855	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G57710.1	0.7946	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G59670.1	0.7281	0.00355871886120997	ath-miR5021
AT1G28560.2	AT3G63140.1	0.6707	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G00420.1	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.2	AT4G00420.2	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.2	AT4G00420.3	0.7795	0.00355871886120997	ath-miR5021
AT1G28560.2	AT4G03390.1	0.6677	0.00355871886120997	ath-miR5021
AT1G28560.2	AT4G12690.2	0.7311	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G16840.1	0.71	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G21230.1	0.7855	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G26095.1	0.6949	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G27450.1	0.6103	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G27652.1	0.6888	0.00177935943060498	ath-miR5021
AT1G28560.2	AT4G39890.1	0.6767	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G02190.1	0.9154	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G06790.1	0.8792	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G13290.1	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G13290.2	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G13290.3	0.8066	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G16020.1	0.8157	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G16620.1	0.7372	0.00533807829181494	ath-miR5021
AT1G28560.2	AT5G18150.1	0.6495	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G38830.1	0.6586	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G39320.1	0.7734	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G46220.1	0.6495	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G50810.1	0.8036	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G57340.1	0.8187	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G57340.2	0.8187	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G59080.1	0.7674	0.00533807829181494	ath-miR5021
AT1G28560.2	AT5G61010.2	0.7523	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G61900.3	0.8036	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G62520.1	0.7221	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G62520.2	0.7221	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G64760.1	0.6224	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G64760.2	0.6224	0.00355871886120997	ath-miR5021
AT1G28560.2	AT5G66050.1	0.713	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G66050.2	0.713	0.00177935943060498	ath-miR5021
AT1G28560.2	AT5G66850.1	0.8278	0.00355871886120997	ath-miR5021
AT1G28670.1	AT1G06720.1	0.7128	0.00177935943060498	ath-miR414
AT1G28670.1	AT1G32750.1	0.6927	0.00177935943060498	ath-miR414
AT1G28670.1	AT1G44900.1	0.665	0.00177935943060498	ath-miR414
AT1G28670.1	AT1G44900.2	0.665	0.00177935943060498	ath-miR414
AT1G28670.1	AT1G59710.1	0.8564	0.00177935943060498	ath-miR414
AT1G28670.1	AT1G64405.1	0.8186	0.00177935943060498	ath-miR414
AT1G28670.1	AT2G11910.1	0.7003	0.00177935943060498	ath-miR414
AT1G28670.1	AT2G11910.2	0.7003	0.00177935943060498	ath-miR414
AT1G28670.1	AT2G22720.1	0.7531	0.00355871886120997	ath-miR414
AT1G28670.1	AT2G22720.2	0.7531	0.00355871886120997	ath-miR414
AT1G28670.1	AT2G22720.3	0.7531	0.00355871886120997	ath-miR414
AT1G28670.1	AT2G46490.1	0.7909	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G02380.1	0.7053	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G09850.1	0.8514	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G23880.1	0.6499	0.00355871886120997	ath-miR414
AT1G28670.1	AT3G24490.1	0.8615	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G27415.1	0.7607	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G48340.1	0.7254	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G49140.1	0.7431	0.00355871886120997	ath-miR414
AT1G28670.1	AT3G50690.1	0.8967	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G56150.1	0.8589	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G56150.2	0.8589	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G60920.1	0.6851	0.00177935943060498	ath-miR414
AT1G28670.1	AT3G61370.1	0.7657	0.00177935943060498	ath-miR414
AT1G28670.1	AT4G01440.1	0.6272	0.00177935943060498	ath-miR414
AT1G28670.1	AT4G14920.1	0.7557	0.00177935943060498	ath-miR414
AT1G28670.1	AT4G17880.1	0.665	0.00177935943060498	ath-miR414
AT1G28670.1	AT4G24610.1	0.7128	0.00177935943060498	ath-miR414
AT1G28670.1	AT4G24610.2	0.7128	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G04460.1	0.6927	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G04460.2	0.6927	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G04460.3	0.6927	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G04870.1	0.6322	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G06930.1	0.6851	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G08139.1	0.8589	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G40820.1	0.7003	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G51660.1	0.6952	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G55310.1	0.7406	0.00355871886120997	ath-miR414
AT1G28670.1	AT5G56190.2	0.738	0.00177935943060498	ath-miR414
AT1G28670.1	AT5G57685.1	0.9018	0.00177935943060498	ath-miR414
AT1G29400.1	AT1G18150.1	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT1G18150.2	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT1G18150.3	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT1G25422.1	0.6502	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT1G79270.1	0.7202	0.00355871886120997	ath-miR_novel_321
AT1G29400.1	AT2G18938.1	0.8066	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT2G37440.1	0.6337	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT2G37440.2	0.6337	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT2G44280.1	0.7737	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT2G44280.3	0.7737	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT3G02930.2	0.6091	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT3G45090.1	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT3G45090.2	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29400.1	AT5G65590.1	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT1G18150.1	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT1G18150.2	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT1G18150.3	0.8477	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT1G25422.1	0.6502	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT1G79270.1	0.7202	0.00355871886120997	ath-miR_novel_321
AT1G29400.2	AT2G18938.1	0.8066	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT2G37440.1	0.6337	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT2G37440.2	0.6337	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT2G44280.1	0.7737	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT2G44280.3	0.7737	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT3G02930.2	0.6091	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT3G45090.1	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT3G45090.2	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29400.2	AT5G65590.1	0.7366	0.00177935943060498	ath-miR_novel_321
AT1G29540.1	AT1G06520.1	0.7006	0.00177935943060498	ath-miR5658
AT1G29540.1	AT1G53320.1	0.7316	0.00177935943060498	ath-miR5658
AT1G29540.1	AT1G62870.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT1G68550.2	0.7458	0.00177935943060498	ath-miR5658
AT1G29540.1	AT1G68552.1	0.7458	0.00177935943060498	ath-miR5658
AT1G29540.1	AT1G68810.1	0.8729	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G20130.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G28610.1	0.8503	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G30370.1	0.8249	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G30370.2	0.8249	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G41620.1	0.8588	0.00177935943060498	ath-miR5658
AT1G29540.1	AT2G42440.1	0.7119	0.00177935943060498	ath-miR5658
AT1G29540.1	AT3G26810.1	0.8814	0.00355871886120997	ath-miR5658
AT1G29540.1	AT3G29060.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G11100.1	0.8701	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G11100.2	0.8701	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G18390.1	0.8588	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G18390.2	0.8588	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G28480.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G29200.1	0.6582	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G35900.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G36810.1	0.6243	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G37270.1	0.7203	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G39180.1	0.8757	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G39180.2	0.8757	0.00177935943060498	ath-miR5658
AT1G29540.1	AT4G39410.1	0.6045	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G06110.1	0.6384	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G06110.2	0.6384	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G09805.1	0.7006	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G28300.1	0.8616	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G38220.1	0.8559	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G38220.2	0.8559	0.00177935943060498	ath-miR5658
AT1G29540.1	AT5G38220.3	0.8559	0.00533807829181494	ath-miR5658
AT1G29540.1	AT5G49100.1	0.8136	0.00177935943060498	ath-miR5658
AT1G30210.1	AT2G15650.1	0.7458	6.34352738183595e-06	ath-miR319a,ath-miR319b
AT1G30210.2	AT2G15650.1	0.7458	6.34352738183595e-06	ath-miR319a,ath-miR319b
AT1G30473.1	AT1G04010.1	0.7795	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G07640.3	0.6586	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G10470.1	0.8278	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G13130.1	0.8218	0.00533807829181494	ath-miR5021
AT1G30473.1	AT1G14390.1	0.719	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G15520.1	0.6224	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G16858.1	0.8006	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G17340.1	0.8157	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G20180.1	0.7583	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G26440.2	0.7764	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G43020.1	0.9124	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G43020.3	0.9124	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G44608.1	0.7553	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G49620.1	0.8278	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G50360.1	0.6647	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G57765.1	0.7311	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G57765.2	0.7311	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G58122.1	0.8308	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G64150.1	0.8489	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G67510.1	0.7674	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G69210.1	0.8489	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G69210.2	0.8489	0.00533807829181494	ath-miR5021
AT1G30473.1	AT1G74890.1	0.7674	0.00177935943060498	ath-miR5021
AT1G30473.1	AT1G75730.1	0.7855	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G76970.1	0.8157	0.00355871886120997	ath-miR5021
AT1G30473.1	AT1G77870.1	0.6495	0.00177935943060498	ath-miR5021
AT1G30473.1	AT2G05710.1	0.8278	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G23460.1	0.8278	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G23980.1	0.7311	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G27950.1	0.7039	0.00177935943060498	ath-miR5021
AT1G30473.1	AT2G28470.1	0.7009	0.00177935943060498	ath-miR5021
AT1G30473.1	AT2G28470.2	0.7009	0.00177935943060498	ath-miR5021
AT1G30473.1	AT2G30930.1	0.6858	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G38140.1	0.7674	0.00711743772241993	ath-miR5021
AT1G30473.1	AT2G43180.1	0.7674	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G43180.2	0.7674	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G43180.3	0.7674	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G43180.4	0.7674	0.00355871886120997	ath-miR5021
AT1G30473.1	AT2G47800.1	0.7976	0.00355871886120997	ath-miR5021
AT1G30473.1	AT3G01050.1	0.7372	0.00355871886120997	ath-miR5021
AT1G30473.1	AT3G02065.1	0.6556	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G02065.2	0.6556	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G02065.3	0.6556	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G05200.1	0.7281	0.00355871886120997	ath-miR5021
AT1G30473.1	AT3G05650.1	0.6888	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G06270.1	0.8278	0.00355871886120997	ath-miR5021
AT1G30473.1	AT3G06530.2	0.8157	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G06530.3	0.8157	0.00177935943060498	ath-miR5021
AT1G30473.1	AT3G13730.1	0.7704	0.00355871886120997	ath-miR5021
AT1G30473.1	AT3G21650.1	0.6918	0.00177935943060498	ath-miR5021
